pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
WASP-169 b,WASP-169,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,5.6114118,9.2e-06,-9.2e-06,0.0,0.0681,0.0014,-0.0014,0.0,14.617,1.681,-0.818,0.0,1.304,0.15,-0.073,0.0,178.30263,19.38763,-19.38763,0.0,0.561,0.061,-0.061,0.0,Mass,0.0,,,0.0,1092.7963738493793,,,,1604.0,74.0,-42.0,0.0,0.0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,F8,6110.0,101.0,-101.0,0.0,2.01,0.19,-0.09,0.0,1.34,0.08,-0.08,0.0,0.06,0.07,-0.07,0.0,[Fe/H],3.96,0.03,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h29m32.94s,127.3872297,-12d56m41.17s,-12.9447683,627.066,14.159,-13.559,12.167,0.034,-0.034,10.483,0.025,-0.025,11.7206,0.000266,-0.000266,2019-09-04,2019-10,2019-09-12
WASP-17 b,WASP-17,1,1,1,Transit,2009,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.73543,8e-06,-8e-06,0.0,,,,,20.961,2.69,-2.69,0.0,1.87,0.24,-0.24,0.0,247.9074,73.1009,-73.1009,0.0,0.78,0.23,-0.23,0.0,Mass,0.0,,,0.0,957.3602220537099,,,,1548.2049972787445,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6550.0,100.0,-100.0,0.0,1.49,0.19,-0.19,0.0,2.28,0.99,-0.99,0.0,-0.25,,,0.0,[Fe/H],4.2,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h59m50.94s,239.9622479,-28d03m42.46s,-28.0617941,405.908,8.779,-8.421,11.588,0.015,-0.015,10.224,0.027,-0.027,11.3803,0.000982,-0.000982,2018-04-25,2017-03,2018-04-26
WASP-170 b,WASP-170,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,2.34478022,3.6e-06,-3.6e-06,0.0,0.0337,0.0018,-0.0018,0.0,12.285,0.953,-0.953,0.0,1.096,0.085,-0.085,0.0,508.528,63.566,-63.566,0.0,1.6,0.2,-0.2,0.0,Mass,,,,,680.0,170.0,-180.0,0.0,1422.0,42.0,-42.0,0.0,0.0,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,,5600.0,150.0,-150.0,0.0,0.94,0.06,-0.06,0.0,0.93,0.15,-0.15,0.0,0.22,0.09,-0.09,0.0,[Fe/H],4.47,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m39.91s,135.4163028,-20d43m13.33s,-20.7203686,305.603,3.71,-3.623,12.613,0.034,-0.034,10.724,0.023,-0.023,12.4693,0.000531,-0.000531,2018-12-11,2019-02,2018-12-13
WASP-171 b,WASP-171,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.8186244,3.8e-06,-3.8e-06,0.0,0.0504,0.00083,-0.00083,0.0,10.985,0.785,-0.448,0.0,0.98,0.07,-0.04,0.0,344.52772,29.87602,-29.87602,0.0,1.084,0.094,-0.094,0.0,Mass,0.0,,,0.0,1208.5872241924214,,,,1642.0,51.0,-35.0,0.0,0.0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G0,5965.0,100.0,-100.0,0.0,1.64,0.09,-0.05,0.0,1.17,0.06,-0.06,0.0,0.04,0.07,-0.07,0.0,[Fe/H],4.08,0.02,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h27m22.81s,171.8450533,-44d05m19.33s,-44.0887035,757.84,19.761,-18.798,12.612,0.08,-0.08,11.104,0.021,-0.021,12.4407,0.000201,-0.000201,2019-09-04,2019-10,2019-09-12
WASP-172 b,WASP-172,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,5.477433,7e-06,-7e-06,0.0,0.0694,0.0011,-0.0011,0.0,17.598,1.121,-1.121,0.0,1.57,0.1,-0.1,0.0,149.3801,31.783,-31.783,0.0,0.47,0.1,-0.1,0.0,Mass,0.0,,,0.0,1544.2507810357636,,,,1740.0,60.0,-60.0,0.0,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,F1 V,6900.0,140.0,-140.0,0.0,1.91,0.1,-0.1,0.0,1.49,0.07,-0.07,0.0,-0.1,0.08,-0.08,0.0,,4.05,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m44.10s,199.433742,-47d14m15.27s,-47.2375748,538.11,15.269,-14.463,10.988,0.009,-0.009,10.13,0.019,-0.019,11.0099,0.000536,-0.000536,2018-10-24,2019-01,2018-10-26
WASP-173 A b,WASP-173 A,1,2,1,Transit,2018,SuperWASP-South,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,1.38665318,2.7e-07,-2.7e-07,0.0,0.0248,0.0006,-0.0006,0.0,13.451,0.673,-0.673,0.0,1.2,0.06,-0.06,0.0,1172.7927,57.2094,-57.2094,0.0,3.69,0.18,-0.18,0.0,Mass,0.0,,,0.0,2053.1606852753757,,,,1880.0,55.0,-55.0,0.0,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,G3,5800.0,140.0,-140.0,0.0,1.11,0.05,-0.05,0.0,1.05,0.08,-0.08,0.0,0.16,0.14,-0.14,0.0,,4.37,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m40.49s,354.1686959,-34d36m40.70s,-34.6113042,232.98,1.79,-1.763,11.15,0.036,-0.036,10.002,0.05,-0.05,11.3975,0.001105,-0.001105,2018-10-24,2019-01,2018-10-26
WASP-174 b,WASP-174,1,1,1,Transit,2018,SuperWASP-South,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A..30M/abstract target=ref>Mancini et al. 2020</a>,4.2337005,1.8e-06,-1.8e-06,0.0,0.05503,0.00056,-0.00056,0.0,16.107,0.56,-0.56,0.0,1.437,0.05,-0.05,0.0,104.88337,28.92239,-28.92239,0.0,0.33,0.091,-0.091,0.0,Mass,0.0,,,0.0,901.9,40.3,-38.6,0.0,1528.0,17.0,-17.0,0.0,0.0,<a refstr=MANCINI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A..30M/abstract target=ref>Mancini et al. 2020</a>,,6399.0,68.0,-68.0,0.0,1.35,0.02,-0.02,0.0,1.24,0.04,-0.04,0.0,0.06,0.06,-0.06,0.0,[Fe/H],4.27,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h03m10.56s,195.7940145,-41d23m05.50s,-41.3848617,410.149,10.376,-9.884,11.803,0.034,-0.034,10.579,0.021,-0.021,11.6826,0.000325,-0.000325,2022-01-24,2020-01,2022-01-24
WASP-175 b,WASP-175,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.0652907,1.1e-06,-1.6e-06,0.0,0.04403,0.00055,-0.00055,0.0,13.54,0.908,-0.908,0.0,1.208,0.081,-0.081,0.0,314.6517,41.3179,-41.3179,0.0,0.99,0.13,-0.13,0.0,Mass,0.0,,,0.0,1008.5521396383008,,,,1571.0,49.0,-49.0,0.0,0.0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,F7,6229.0,100.0,-100.0,0.0,1.2,0.06,-0.06,0.0,1.21,0.04,-0.04,0.0,0.15,0.069,-0.069,0.0,[Fe/H],4.36,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m16.51s,166.3187996,-34d07m21.88s,-34.1227453,539.36,11.942,-11.444,12.959,0.16,-0.16,11.471,0.027,-0.027,12.7065,0.000234,-0.000234,2019-09-04,2019-10,2019-09-12
WASP-176 b,WASP-176,1,1,1,Transit,2020,SuperWASP-North,Published Confirmed,0,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,3.899052,5e-06,-5e-06,0.0,0.0535,0.001,-0.0019,0.0,16.87,0.56,-0.504,0.0,1.505,0.05,-0.045,0.0,271.74465,22.88376,-21.93027,0.0,0.855,0.072,-0.069,0.0,Mass,0.0,,,0.0,1463.364792792271,,,,1721.0,28.0,-21.0,0.0,0.0,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,F9,5941.0,77.0,-79.0,0.0,1.93,0.05,-0.04,0.0,1.34,0.08,-0.13,0.0,0.164,0.081,-0.082,0.0,[Fe/H],4.0,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m44.95s,313.6872928,+09d10m44.65s,9.1790688,568.42,11.93,-11.458,12.006,0.023,-0.023,10.648,0.02,-0.02,11.9392,0.000289,-0.000289,2020-05-15,2020-06,2020-05-21
WASP-178 b,WASP-178,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,3.3448285,1.2e-06,-1.2e-06,0.0,0.0558,0.001,-0.001,0.0,20.288,1.009,-1.009,0.0,1.81,0.09,-0.09,0.0,527.5978,38.1396,-38.1396,0.0,1.66,0.12,-0.12,0.0,Mass,0.0,,,0.0,6197.349325931261,,,,2470.0,60.0,-60.0,0.0,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,A1 IV-V,9360.0,150.0,-150.0,0.0,1.67,0.07,-0.07,0.0,2.07,0.11,-0.11,0.0,0.21,0.16,-0.16,0.0,[Fe/H],4.31,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h09m04.88s,227.270329,-42d42m17.88s,-42.7049658,427.678,11.35,-10.786,9.946,0.005,-0.005,9.703,0.021,-0.021,9.91226,0.000426,-0.000426,2019-10-02,2019-11,2019-10-10
WASP-18 b,WASP-18,1,2,2,Transit,2009,SuperWASP,Published Confirmed,0,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,0.94145223,2.4e-07,-2.4e-07,0.0,0.02024,0.00029,-0.00031,0.0,13.899,0.886,-0.886,0.0,1.24,0.079,-0.079,0.0,3241.84975,111.23994,-111.23994,0.0,10.2,0.35,-0.35,0.0,Mass,0.0051,0.007,-0.0037,0.0,5805.0,808.0,-639.0,0.0,2429.0,77.0,-70.0,0.0,1.0,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,,6432.0,48.0,-48.0,0.0,1.32,0.06,-0.06,0.0,1.29,0.06,-0.06,0.0,0.107,0.08,-0.08,0.0,[Fe/H],4.31,0.04,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m25.07s,24.3544618,-45d40m40.06s,-45.6777937,123.483,0.371,-0.369,9.28,0.03,-0.03,8.131,0.027,-0.027,9.16617,0.000236,-0.000236,2022-01-31,2020-04,2022-01-31
WASP-180 A b,WASP-180 A,1,2,1,Transit,2019,SuperWASP,Published Confirmed,0,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,3.409264,1e-06,-1e-06,0.0,0.048,0.001,-0.001,0.0,13.899,0.448,-0.448,0.0,1.24,0.04,-0.04,0.0,286.047,31.783,-31.783,0.0,0.9,0.1,-0.1,0.0,Mass,0.0,,,0.0,1034.129506160309,,,,1540.0,40.0,-40.0,0.0,0.0,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,F7 V,6600.0,200.0,-200.0,0.0,1.19,0.06,-0.06,0.0,1.3,0.1,-0.1,0.0,0.1,0.2,-0.2,0.0,[Fe/H],4.42,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m34.14s,123.3922465,-01d58m58.03s,-1.9827874,253.985,3.404,-3.316,10.655,0.009,-0.009,9.812,0.052,-0.052,10.9134,0.000651,-0.000651,2019-09-20,2019-12,2019-09-26
WASP-181 b,WASP-181,1,1,1,Transit,2019,SuperWASP,Published Confirmed,0,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,4.5195064,3.4e-06,-3.4e-06,0.0,0.05427,0.00069,-0.00069,0.0,13.271,0.796,-0.661,0.0,1.184,0.071,-0.059,0.0,95.03117,10.80622,-10.80622,0.0,0.299,0.034,-0.034,0.0,Mass,,,,,328.5245353366105,,,,1186.0,32.0,-26.0,0.0,0.0,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,G2,5839.0,70.0,-70.0,0.0,0.96,0.04,-0.04,0.0,1.04,0.04,-0.04,0.0,0.09,0.04,-0.04,0.0,[Fe/H],4.49,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h47m10.37s,26.7932253,+03d07m58.56s,3.1329325,437.495,7.964,-7.689,12.924,0.092,-0.092,11.443,0.023,-0.023,12.783,0.000339,-0.000339,2019-04-16,2019-06,2019-04-18
WASP-182 b,WASP-182,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.3769848,2.4e-06,-2.4e-06,0.0,0.0451,0.0009,-0.0009,0.0,9.528,0.336,-0.336,0.0,0.85,0.03,-0.03,0.0,47.03884,3.49613,-3.49613,0.0,0.148,0.011,-0.011,0.0,Mass,0.0,,,0.0,800.2092756239496,,,,1479.0,34.0,-34.0,0.0,0.0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G5,5638.0,100.0,-100.0,0.0,1.34,0.03,-0.03,0.0,1.08,0.06,-0.06,0.0,0.27,0.11,-0.11,0.0,[Fe/H],4.22,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h46m41.60s,311.673345,-41d49m15.54s,-41.8209828,327.602,4.598,-4.474,11.98,0.037,-0.037,10.431,0.019,-0.019,11.917,0.000243,-0.000243,2019-09-04,2019-10,2019-09-12
WASP-184 b,WASP-184,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,5.1817,1e-05,-1e-05,0.0,0.0627,0.0012,-0.0012,0.0,14.908,1.009,-1.009,0.0,1.33,0.09,-0.09,0.0,181.1631,31.783,-31.783,0.0,0.57,0.1,-0.1,0.0,Mass,0.0,,,0.0,806.2841791837606,,,,1480.0,50.0,-50.0,0.0,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,6000.0,100.0,-100.0,0.0,1.65,0.09,-0.09,0.0,1.23,0.07,-0.07,0.0,0.12,0.08,-0.08,0.0,[Fe/H],4.09,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h58m04.08s,209.51701,-30d20m53.35s,-30.348153,663.231,16.965,-16.152,12.771,0.08,-0.08,11.262,0.025,-0.025,12.5673,0.00022,-0.00022,2019-10-02,2019-11,2019-10-10
WASP-185 b,WASP-185,1,1,1,Transit,2019,WASP-South,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,9.38755,2e-05,-2e-05,0.0,0.0904,0.0017,-0.0017,0.0,14.011,0.897,-0.897,0.0,1.25,0.08,-0.08,0.0,311.4734,19.0698,-19.0698,0.0,0.98,0.06,-0.06,0.0,Mass,0.24,0.04,-0.04,0.0,300.2782492939663,,,,1160.0,35.0,-35.0,0.0,0.0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,G0 V,5900.0,100.0,-100.0,0.0,1.5,0.08,-0.08,0.0,1.12,0.06,-0.06,0.0,-0.02,0.06,-0.06,0.0,[Fe/H],4.13,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m14.30s,214.0595791,-19d32m32.30s,-19.5423062,279.35,3.439,-3.358,11.101,0.012,-0.012,9.505,0.019,-0.019,10.8949,0.000369,-0.000369,2019-10-02,2019-11,2019-10-10
