pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
Kepler-1705 c,Kepler-1705,1,1,2,Transit,2021,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..66L/abstract target=ref>Leleu et al. 2021</a>,11.28,0.0011,-0.0009,0.0,,,,,2.05,0.14,-0.15,0.0,0.183,0.012,-0.013,0.0,5.42,0.61,-0.57,0.0,0.01705,0.00192,-0.00179,0.0,Mass,0.028,0.064,-0.018,0.0,214.7214149697053,,,,1065.43868210437,,,,1.0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..66L/abstract target=ref>Leleu et al. 2021</a>,,6312.0,215.0,-152.0,0.0,1.26,0.03,-0.05,0.0,1.14,0.09,-0.08,0.0,-0.2,0.15,-0.15,0.0,[Fe/H],4.3,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h06m18.85s,301.5785316,+44d18m43.79s,44.3121639,1633.49,90.81,-81.87,15.8,0.206,-0.206,14.21,0.029,-0.029,13.735,0.046,-0.046,15.4974,0.000452,-0.000452,2022-01-10,2021-11,2022-01-10,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..66L/abstract target=ref>Leleu et al. 2021</a>,0.1028137471277707,0.002335191977144671,-0.0024686941911401944,17.512389806764453,0.7274270952747379,-0.6177798885254226,1.924220570679366,0.5373603407848129,-0.41243915180684465
Kepler-177 b,Kepler-177,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,36.8601,0.0015,-0.0014,0.0,,,,,3.5,0.19,-0.15,0.0,0.312,0.017,-0.013,0.0,5.84,0.86,-0.82,0.0,0.01837,0.00271,-0.00258,0.0,Mass,0.0,,,0.0,30.4,4.0,-4.0,0.0,691.6287624126408,,,,1.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5732.0,60.0,-60.0,0.0,1.32,0.05,-0.05,0.0,0.92,0.03,-0.02,0.0,-0.11,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44,42.1,-39.81,15.171,0.149,-0.149,13.858,0.025,-0.025,13.421,0.04,-0.04,14.9414,0.000319,-0.000319,2021-05-28,2020-03,2021-05-28,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.21063384637135008,0.0022596572954595717,-0.0017615577015004935,34.31851627891705,1.4454567572522876,-1.2413288384435575,6.381627211844442,1.5780856139524477,-1.1615341757157358
Kepler-177 c,Kepler-177,1,1,2,Transit,2013,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,49.40926,0.00078,-0.00077,0.0,,,,,8.73,0.36,-0.34,0.0,0.779,0.032,-0.03,0.0,14.7,2.7,-2.5,0.0,0.04625,0.0085,-0.00787,0.0,Mass,0.0,,,0.0,25.4,1.6,-1.6,0.0,627.2718029487088,,,,1.0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5732.0,60.0,-60.0,0.0,1.32,0.05,-0.05,0.0,0.92,0.03,-0.02,0.0,-0.11,0.04,-0.04,0.0,[Fe/H],4.1,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44,42.1,-39.81,15.171,0.149,-0.149,13.858,0.025,-0.025,13.421,0.04,-0.04,14.9414,0.000319,-0.000319,2020-05-01,2020-03,2020-05-07,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,0.2563779325446021,0.0023114054417148755,-0.0023819491186409802,41.78809083020083,1.7600199100595262,-1.5725381052146687,32.01059861727953,8.493726729929776,-6.238950060541175
Kepler-18 b,Kepler-18,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,3.504725,2.8e-05,-2.8e-05,0.0,0.0447,0.0006,-0.0006,0.0,2.0,0.1,-0.1,0.0,0.178,0.009,-0.009,0.0,6.9,3.4,-3.4,0.0,0.022,0.011,-0.011,0.0,Mass,0.0,,,0.0,453.4527645847535,,,,1284.3773369114372,,,,1.0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,,5345.0,100.0,-100.0,0.0,1.11,0.05,-0.05,0.0,0.97,0.04,-0.04,0.0,0.19,0.06,-0.06,0.0,[Fe/H],4.31,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,3.204,-3.158,13.771,0.069,-0.069,12.189,0.031,-0.031,11.756,0.019,-0.019,13.5393,0.000219,-0.000219,2015-11-11,2011-11,2014-05-14,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,0.04470265907457731,0.0005929732505052868,-0.0006383530526489004,8.650852493112371,0.44104803119706304,-0.36211335579960924,5.716228536444862,4.8996307567268405,-2.08259057941397
Kepler-18 c,Kepler-18,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,7.64159,3e-05,-3e-05,0.0,0.0752,0.0011,-0.0011,0.0,5.49,0.26,-0.26,0.0,0.49,0.023,-0.023,0.0,17.3,1.9,-1.9,0.0,0.054,0.006,-0.006,0.0,Mass,0.0,,,0.0,160.3832486501517,,,,990.4883499621084,,,,1.0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,,5345.0,100.0,-100.0,0.0,1.11,0.05,-0.05,0.0,0.97,0.04,-0.04,0.0,0.19,0.06,-0.06,0.0,[Fe/H],4.31,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,3.204,-3.158,13.771,0.069,-0.069,12.189,0.031,-0.031,11.756,0.019,-0.019,13.5393,0.000219,-0.000219,2019-03-01,2011-11,2019-03-05,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,0.0751710256391295,0.0010263586851319562,-0.0010526892134328364,14.548263387541326,0.7459225031338033,-0.6467978673853718,32.5044852475625,6.5671300084899755,-5.402476973992439
Kepler-18 d,Kepler-18,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,14.85888,4e-05,-4e-05,0.0,0.1172,0.0017,-0.0017,0.0,6.98,0.33,-0.33,0.0,0.623,0.029,-0.029,0.0,16.4,1.4,-1.4,0.0,0.052,0.004,-0.004,0.0,Mass,0.0,,,0.0,66.0829185817602,,,,793.5639384060048,,,,1.0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,,5345.0,100.0,-100.0,0.0,1.11,0.05,-0.05,0.0,0.97,0.04,-0.04,0.0,0.19,0.06,-0.06,0.0,[Fe/H],4.31,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m19.07s,298.0794448,+44d44m46.49s,44.746248,433.047,3.204,-3.158,13.771,0.069,-0.069,12.189,0.031,-0.031,11.756,0.019,-0.019,13.5393,0.000219,-0.000219,2014-05-14,2011-11,2014-05-14,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,0.11710368068795918,0.001622433031759532,-0.0015498493349829917,22.686892777770687,1.1712735600839856,-0.9762333926754074,57.42773069283095,10.082910871546247,-9.890329945589144
Kepler-19 b,Kepler-19,1,1,3,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,9.28699,0.0,0.0,0.0,0.0846,0.0012,-0.0012,0.0,2.209,0.048,-0.048,0.0,0.197,0.004,-0.004,0.0,6.1,2.8,-2.7,0.0,0.01919,0.00881,-0.0085,0.0,Mass,0.41,,,1.0,87.6,6.0,-6.0,0.0,851.0,14.0,-14.0,0.0,1.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5541.0,60.0,-60.0,0.0,0.86,0.02,-0.02,0.0,0.94,0.04,-0.04,0.0,-0.13,0.06,-0.06,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m41.03s,290.4209694,+37d51m05.96s,37.8516556,218.562,0.975,-0.966,12.035,0.026,-0.026,10.719,0.02,-0.02,10.318,0.019,-0.019,11.8763,0.000173,-0.000173,2023-04-17,2023-04,2023-04-17,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.08474787512182871,0.0011746268838108281,-0.0012429996238065982,21.202236621720395,0.587897576179337,-0.540802185751101,18.591946184808204,13.838684921247587,-5.9342074581215964
Kepler-1972 b,Kepler-1972,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,7.54425,0.00054,-0.00054,0.0,,,,,0.802,0.042,-0.041,0.0,0.072,0.004,-0.004,0.0,2.02,0.56,-0.62,0.0,0.00636,0.00176,-0.00195,0.0,Mass,0.067,0.071,-0.04,0.0,321.63843458396724,,,,1178.6954448653778,,,,1.0,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,,5818.0,27.0,-27.0,0.0,1.38,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.23,0.01,-0.01,0.0,[M/H],4.2,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.339,2.098,-2.068,11.23,0.034,-0.034,10.118,0.021,-0.021,9.792,0.017,-0.017,11.1438,0.000483,-0.000483,2023-03-28,2022-01,2023-03-28,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,0.0782265181954391,0.0006983520228608653,-0.0007088206580787987,12.196090651707669,0.47439327929056496,-0.42987253629574695,0.29277621790900143,0.12611673790293776,-0.08104001021537124
Kepler-1972 c,Kepler-1972,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,11.3295,0.0011,-0.0011,0.0,,,,,0.868,0.051,-0.05,0.0,0.077,0.005,-0.004,0.0,2.11,0.59,-0.65,0.0,0.00664,0.00186,-0.00205,0.0,Mass,0.043,0.046,-0.028,0.0,187.02875237178796,,,,1029.2875375564324,,,,1.0,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,,5818.0,27.0,-27.0,0.0,1.38,0.05,-0.05,0.0,1.12,0.03,-0.03,0.0,0.23,0.01,-0.01,0.0,[M/H],4.2,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m34.87s,288.3953074,+39d52m21.02s,39.8725067,287.339,2.098,-2.068,11.23,0.034,-0.034,10.118,0.021,-0.021,9.792,0.017,-0.017,11.1438,0.000483,-0.000483,2023-03-28,2022-01,2023-03-28,<a refstr=LELEU_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220111459L/abstract target=ref>Leleu et al. 2022</a>,0.1025371589120935,0.0009015736433975186,-0.0009458021638625164,15.998864474579019,0.6057003475074367,-0.5787788791143793,0.3045937089307063,0.14048385435527633,-0.08508138794750336
Kepler-20 b,Kepler-20,1,2,6,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,3.6961049,1.6e-06,-1.6e-06,0.0,0.04565,0.00089,-0.00089,0.0,1.773,0.053,-0.03,0.0,0.158,0.005,-0.003,0.0,9.7,1.3,-1.3,0.0,0.03052,0.00409,-0.00409,0.0,Mass,0.083,,,1.0,331.0,19.0,-19.0,0.0,1187.0,16.0,-16.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5495.0,50.0,-50.0,0.0,0.92,0.01,-0.01,0.0,0.93,0.05,-0.05,0.0,0.07,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,11.252,0.021,-0.021,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2023-04-17,2023-04,2023-04-17,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.04573143003035811,0.0007315116313403244,-0.000869463253258887,10.681347745589395,0.20625246841055578,-0.23257414680878874,5.759910305429441,0.9308826336930496,-0.7977481695861384
Kepler-20 c,Kepler-20,1,2,6,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,10.8540774,2.1e-06,-2.1e-06,0.0,0.0936,0.0018,-0.0018,0.0,2.894,0.036,-0.033,0.0,0.258,0.003,-0.003,0.0,11.1,2.1,-2.1,0.0,0.03492,0.00661,-0.00661,0.0,Mass,0.076,,,1.0,78.7,4.6,-4.6,0.0,828.0,11.0,-11.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5495.0,50.0,-50.0,0.0,0.92,0.01,-0.01,0.0,0.93,0.05,-0.05,0.0,0.07,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,11.252,0.021,-0.021,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2023-04-17,2023-04,2023-04-17,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.09374250415423103,0.001598965335999153,-0.0016769325148012493,21.90647067310208,0.4426436052407965,-0.4432570458682221,15.38031587548251,3.762753113299489,-2.4952286882522348
Kepler-20 d,Kepler-20,1,2,6,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,77.611455,9.6e-05,-9.6e-05,0.0,0.3474,0.0067,-0.0067,0.0,2.606,0.053,-0.039,0.0,0.232,0.005,-0.003,0.0,13.4,3.7,-3.6,0.0,0.04216,0.01164,-0.01133,0.0,Mass,0.082,,,1.0,5.71,0.33,-0.33,0.0,430.0,6.0,-6.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5495.0,50.0,-50.0,0.0,0.92,0.01,-0.01,0.0,0.93,0.05,-0.05,0.0,0.07,0.08,-0.08,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m47.52s,287.6979913,+42d20m18.88s,42.3385782,282.563,1.776,-1.753,12.61,0.069,-0.069,11.252,0.021,-0.021,10.871,0.013,-0.013,12.4535,0.000142,-0.000142,2023-04-17,2023-04,2023-04-17,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.3476015534607979,0.006284225802867582,-0.006590813310242194,81.13733359252171,1.7009657339669246,-1.723605450716775,4.735268962952176,1.8759168651688958,-0.9879925801442186
Kepler-21 b,Kepler-21,1,2,1,Transit,2012,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,2.7858212,3.2e-06,-3.2e-06,0.0,0.0434,0.00021,-0.00032,0.0,1.639,0.019,-0.015,0.0,0.146,0.002,-0.001,0.0,7.5,1.3,-1.3,0.0,0.0236,0.00409,-0.00409,0.0,Mass,0.0,,,0.0,2749.0,90.0,-90.0,0.0,2015.0,16.0,-16.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,6305.0,50.0,-50.0,0.0,1.9,0.02,-0.01,0.0,1.41,0.02,-0.03,0.0,-0.03,0.1,-0.1,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m26.87s,287.3619673,+38d42m50.90s,38.7141384,108.522,0.385,-0.382,8.25,0.03,-0.03,7.229,0.032,-0.032,6.945,0.018,-0.018,8.12832,0.000459,-0.000459,2023-04-17,2023-04,2023-04-17,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.04344966706053996,0.0002538701709629068,-0.0002609138165451802,4.915564801452312,0.04931795768935654,-0.04433268062121254,15.058210269022293,3.048604619224406,-2.410420765313674
Kepler-223 b,Kepler-223,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,7.38449,0.00022,-0.00022,0.0,,,,,2.99,0.18,-0.27,0.0,0.267,0.016,-0.024,0.0,7.4,1.3,-1.1,0.0,0.02328,0.00409,-0.00346,0.0,Mass,0.078,0.015,-0.017,0.0,508.8340455514359,,,,1321.9153959026723,,,,1.0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,,5803.0,25.0,-25.0,,1.72,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,111.045,-111.045,15.69,0.137,-0.137,14.095,0.031,-0.031,13.633,0.047,-0.047,15.3951,0.000407,-0.000407,2016-08-04,2016-05,2016-08-04,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,0.07699789224853068,0.0017547317042609228,-0.0018877230114574123,9.61114240167305,0.6666577955289164,-0.5911119789771,3.104356300064742,1.1479860557294481,-0.7609017914545197
Kepler-223 c,Kepler-223,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,9.84564,0.00052,-0.00051,0.0,,,,,3.44,0.2,-0.3,0.0,0.307,0.018,-0.027,0.0,5.1,1.7,-1.1,0.0,0.01605,0.00535,-0.00346,0.0,Mass,0.15,0.019,-0.051,0.0,346.7460864228559,,,,1201.053940045564,,,,1.0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,,5803.0,25.0,-25.0,,1.72,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,111.045,-111.045,15.69,0.137,-0.137,14.095,0.031,-0.031,13.633,0.047,-0.047,15.3951,0.000407,-0.000407,2016-08-04,2016-05,2016-08-04,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,0.09329323218551314,0.0022653384118754144,-0.0022246641519884924,11.63666843053695,0.904538538389275,-0.7016370599984505,6.514970486167503,2.8809668035151805,-1.9764117023166419
Kepler-223 d,Kepler-223,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,14.78869,0.0003,-0.00027,0.0,,,,,5.24,0.26,-0.45,0.0,0.467,0.023,-0.04,0.0,8.0,1.5,-1.3,0.0,0.02517,0.00472,-0.00409,0.0,Mass,0.037,0.018,-0.017,0.0,187.24281391675848,,,,1029.5819259517857,,,,1.0,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,,5697.0,114.0,-114.0,,1.72,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,1859.71,111.045,-111.045,15.69,0.137,-0.137,14.095,0.031,-0.031,13.633,0.047,-0.047,15.3951,0.000407,-0.000407,2016-08-04,2016-05,2016-08-04,<a refstr=MILLS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..509M/abstract target=ref>Mills et al. 2016</a>,0.12258378283985646,0.002782256638541508,-0.002985338244916938,15.379144619488589,1.096139219833244,-0.9808654051805341,10.913860664715141,3.7541392906282436,-2.5636656413708323
