pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
HATS-16 b,HATS-16,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,2.686502,1.1e-05,-1.1e-05,0.0,0.03744,0.00045,-0.00045,0.0,14.572,1.681,-1.681,0.0,1.3,0.15,-0.15,0.0,1039.3041,60.3877,-60.3877,0.0,3.27,0.19,-0.19,0.0,Mass,0.0,,,1.0,1071.3626666554396,,,,1592.0,61.0,-82.0,0.0,0.0,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,G3 V,5738.0,79.0,-79.0,0.0,1.24,0.1,-0.13,0.0,0.97,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[Fe/H],4.24,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.044,13.735,-13.262,13.957,0.103,-0.103,12.652,0.024,-0.024,12.28,0.021,-0.021,13.6864,0.000611,-0.000611,2016-06-22,2016-07,2016-06-23,<a refstr=CICERI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128g4401C/abstract target=ref>Ciceri et al. 2016</a>,0.03740572597552558,0.0005449410851788225,-0.0004816732472035304,6.5089315898565765,0.6499759552375721,-0.5645165611159983,-9.300851169657065,2.9591001585073675,-3.859232456219658
HATS-17 b,HATS-17,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,16.254611,7.3e-05,-7.3e-05,0.0,0.1308,0.0012,-0.0012,0.0,8.709,0.628,-0.628,0.0,0.777,0.056,-0.056,0.0,425.25654,20.65895,-20.65895,0.0,1.338,0.065,-0.065,0.0,Mass,0.029,0.022,-0.022,0.0,72.7,9.6,-9.6,0.0,814.0,25.0,-25.0,0.0,0.0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,G V,5846.0,78.0,-78.0,0.0,1.09,0.07,-0.05,0.0,1.13,0.03,-0.03,0.0,0.3,0.03,-0.03,0.0,[Fe/H],4.42,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.331,10.228,-9.74,12.402,0.057,-0.057,11.082,0.023,-0.023,10.698,0.021,-0.021,12.2179,0.000249,-0.000249,2016-09-14,2016-04,2016-09-15,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...89B/abstract target=ref>Brahm et al. 2016</a>,0.13081262095015184,0.001156447204310157,-0.0011931853728763542,25.801109483992267,1.455333166021557,-1.3578341571371162,7.452092573845191,2.038804265973032,-1.549699076649051
HATS-18 b,HATS-18,1,1,1,Transit,2016,Multiple Observatories,Published Confirmed,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,0.83784,4.7e-07,-4.7e-07,0.0,0.0174,0.00098,-0.00098,0.0,14.897,0.841,-0.841,0.0,1.329,0.075,-0.075,0.0,629.14449,24.15508,-24.15508,0.0,1.9795,0.076,-0.076,0.0,Mass,,,,,2968.4548503333685,,,,2069.0,45.0,-45.0,0.0,0.0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,5600.0,120.0,-120.0,0.0,1.02,0.06,-0.03,0.0,1.04,0.05,-0.05,0.0,0.28,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.368,16.147,-15.366,14.188,0.08,-0.08,12.736,0.026,-0.026,12.289,0.028,-0.028,13.8786,0.000613,-0.000613,2019-07-08,2019-07,2019-07-11,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,0.017621696501137915,0.00027499853140838804,-0.0002795340379197382,3.70574333961387,0.18741598053738295,-0.15367292511338304,-29.556755311752354,5.31554443032471,-5.9896725287947135
HATS-2 b,HATS-2,1,1,1,Transit,2013,HATSouth,Published Confirmed,0,<a refstr=BIAGIOTTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240304476B/abstract target=ref>Biagiotti et al. 2024</a>,1.35413379,8e-08,-8e-08,0.0,0.02317,0.00044,-0.00044,0.0,12.576,0.269,-0.269,0.0,1.122,0.024,-0.024,0.0,435.42492,50.85255,-50.85255,0.0,1.37,0.16,-0.16,0.0,Mass,,,,,973.6732705163328,,,,1550.0,29.0,-29.0,0.0,0.0,<a refstr=BIAGIOTTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240304476B/abstract target=ref>Biagiotti et al. 2024</a>,,5227.0,95.0,-95.0,,0.88,0.02,-0.02,0.0,0.9,0.05,-0.05,0.0,0.15,,,,,4.51,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,341.925,3.674,-3.598,13.565,0.092,-0.092,11.906,0.024,-0.024,11.386,0.023,-0.023,13.3419,0.000779,-0.000779,2024-04-10,2024-03,2024-04-10,<a refstr=BIAGIOTTI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240304476B/abstract target=ref>Biagiotti et al. 2024</a>,0.023135405433226806,0.00044500712615185706,-0.0004490511377067165,5.654800862532032,0.16869506691476133,-0.15809978564412042,-38.37473690264068,4.636182980307794,-5.680267181333413
HATS-22 b,HATS-22,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,4.7228124,5.2e-06,-5.2e-06,0.0,0.05025,0.00042,-0.00042,0.0,10.682,0.538,-0.325,0.0,0.953,0.048,-0.029,0.0,870.8542,34.9613,-34.9613,0.0,2.74,0.11,-0.11,0.0,Mass,0.079,0.026,-0.026,0.0,90.31368230313689,,,,858.0,24.0,-17.0,0.0,0.0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,K V,4803.0,55.0,-55.0,0.0,0.69,0.03,-0.02,0.0,0.76,0.02,-0.02,0.0,0.0,0.04,-0.04,0.0,[Fe/H],4.64,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m02.37s,174.0098693,-29d32m36.11s,-29.5433642,229.518,1.612,-1.59,13.397,0.092,-0.092,11.556,0.023,-0.023,10.942,0.019,-0.019,13.1225,0.00044,-0.00044,2017-03-14,2017-06,2017-03-16,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,0.05025350966234195,0.0004321396351888232,-0.00041019700395791836,15.64433545311849,0.5962752363207784,-0.5110949494801496,-12.231173040805112,1.5701128826708342,-1.9693682429772839
HATS-24 b,HATS-24,1,1,1,Transit,2017,HATSouth,Published Confirmed,0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,1.3484978,9e-07,-9e-07,0.0,0.0238,0.001,-0.001,0.0,15.637,0.639,-0.639,0.0,1.395,0.057,-0.057,0.0,718.2958,54.0311,-54.0311,0.0,2.26,0.17,-0.17,0.0,Mass,0.0,,,0.0,2664.521644550788,,,,2166.0,53.0,-53.0,0.0,0.0,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,,6125.0,94.0,-94.0,0.0,1.12,0.04,-0.05,0.0,1.07,0.03,-0.05,0.0,-0.229,0.058,-0.058,0.0,[Fe/H],4.37,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474,494.182,12.468,-11.88,12.915,0.092,-0.092,11.678,0.022,-0.022,11.382,0.023,-0.023,12.6911,0.000292,-0.000292,2019-07-08,2019-02,2019-07-11,<a refstr=OLIVEIRA_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3b..35O/abstract target=ref>Oliveira et al. 2019</a>,0.024434297516190345,0.0003021904752034642,-0.0003098002158745325,4.686313612505783,0.19435608362654566,-0.18390719569193337,-39.74680690051012,5.706896826088382,-6.295487524600439
HATS-25 b,HATS-25,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.2986432,4.5e-06,-4.5e-06,0.0,0.05163,0.0006,-0.0006,0.0,14.123,1.121,-1.121,0.0,1.26,0.1,-0.1,0.0,194.82979,13.34886,-13.34886,0.0,0.613,0.042,-0.042,0.0,Mass,0.176,,,1.0,445.30808273113416,,,,1277.0,42.0,-42.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5715.0,73.0,-73.0,0.0,1.11,0.07,-0.07,0.0,0.99,0.04,-0.04,0.0,0.02,0.05,-0.05,0.0,[Fe/H],4.35,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.158,9.125,-8.79,13.172,0.08,-0.08,11.788,0.022,-0.022,11.416,0.021,-0.021,12.9353,0.000323,-0.000323,2016-06-08,2016-10,2016-06-09,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,0.05153443031821166,0.0006514928760793168,-0.0007029187030983611,9.991662284107086,0.6933859517922532,-0.6120005971421225,-66.89662219194115,17.20486939728515,-18.81595996192462
HATS-26 b,HATS-26,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.3023881,7.6e-06,-7.6e-06,0.0,0.04735,0.00133,-0.00068,0.0,19.616,2.354,-2.354,0.0,1.75,0.21,-0.21,0.0,206.5895,24.15508,-24.15508,0.0,0.65,0.076,-0.076,0.0,Mass,0.245,,,1.0,2270.125639248023,,,,1918.0,61.0,-61.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6071.0,81.0,-81.0,0.0,2.04,0.15,-0.11,0.0,1.3,0.11,-0.06,0.0,-0.02,0.05,-0.05,0.0,[Fe/H],3.94,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,861.843,25.218,-23.847,13.006,0.103,-0.103,11.839,0.024,-0.024,11.435,0.021,-0.021,12.8431,0.000278,-0.000278,2016-06-08,2016-10,2016-06-09,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,0.04733486134384972,0.0010176595658123247,-0.001012209760961079,5.013409476344535,0.33712960056072383,-0.32742958590590643,-72.41215143581297,23.873340974108743,-31.831408020329974
HATS-27 b,HATS-27,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.637038,1.4e-05,-1.4e-05,0.0,0.0611,0.00068,-0.00068,0.0,16.814,2.242,-1.233,0.0,1.5,0.2,-0.11,0.0,168.4499,41.3179,-41.3179,0.0,0.53,0.13,-0.13,0.0,Mass,0.581,,,1.0,1252.3843336431846,,,,1659.0,66.0,-46.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,F,6438.0,64.0,-64.0,0.0,1.74,0.17,-0.1,0.0,1.42,0.05,-0.05,0.0,0.09,0.04,-0.04,0.0,[Fe/H],4.11,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,816.988,41.072,-37.381,12.782,0.069,-0.069,11.831,0.022,-0.022,11.55,0.023,-0.023,12.6792,0.000299,-0.000299,2016-06-08,2016-10,2016-06-09,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,0.061185564946454045,0.000622220963114449,-0.0007315931511097593,7.601735051637543,0.5598164332728635,-0.5794517768642287,-67.5583305703884,22.383302628542012,-34.572443525906024
HATS-28 b,HATS-28,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1810781,3.9e-06,-3.9e-06,0.0,0.04131,0.00053,-0.00053,0.0,13.384,0.785,-0.785,0.0,1.194,0.07,-0.07,0.0,213.58176,27.65121,-27.65121,0.0,0.672,0.087,-0.087,0.0,Mass,0.202,,,1.0,408.1206143763303,,,,1253.0,35.0,-35.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5498.0,84.0,-84.0,0.0,0.92,0.04,-0.04,0.0,0.93,0.04,-0.04,0.0,0.01,0.06,-0.06,0.0,[Fe/H],4.48,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m35.94s,284.3997616,-49d08m18.65s,-49.1385126,535.383,7.926,-7.703,13.981,0.092,-0.092,12.522,0.026,-0.026,12.086,0.029,-0.029,13.7929,0.000462,-0.000462,2016-06-08,2016-10,2016-06-09,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,0.04129379326702527,0.0006129422037224608,-0.0005870359520311272,9.643879624735314,0.4610447943311655,-0.44496769152880766,-52.61216294515086,10.804931996834696,-13.478287667228116
HATS-29 b,HATS-29,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.6058749,6.3e-06,-6.3e-06,0.0,0.05475,0.00088,-0.00088,0.0,14.022,0.684,-0.684,0.0,1.251,0.061,-0.061,0.0,207.54299,20.02329,-20.02329,0.0,0.653,0.063,-0.063,0.0,Mass,0.158,,,1.0,356.1288306375965,,,,1212.0,30.0,-30.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5670.0,110.0,-110.0,0.0,1.07,0.04,-0.04,0.0,1.03,0.05,-0.05,0.0,0.16,0.08,-0.08,0.0,[Fe/H],4.39,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m23.16s,285.0965172,-54d53m36.03s,-54.8933408,353.891,4.986,-4.852,12.62,0.057,-0.057,11.286,0.026,-0.026,10.877,0.019,-0.019,12.4594,0.000227,-0.000227,2016-06-08,2016-10,2016-06-09,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,0.05475257784734469,0.0008393953167709703,-0.0008607524139058464,11.016684153651706,0.4755879202059887,-0.4703856018603574,-77.78828368250032,13.698091872024307,-15.393690513274706
HATS-3 b,HATS-3,1,1,1,Transit,2013,HATSouth,Published Confirmed,0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,3.547851,5e-06,-5e-06,0.0,0.0485,0.0004,-0.0006,0.0,15.48,0.392,-0.392,0.0,1.381,0.035,-0.035,0.0,340.382,43.223,-43.223,0.0,1.071,0.136,-0.136,0.0,Mass,0.0,,,0.0,1220.755778563259,,,,1648.0,24.0,-24.0,0.0,0.0,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,F,6351.0,76.0,-76.0,0.0,1.4,0.03,-0.03,0.0,1.21,0.04,-0.04,0.0,-0.157,0.07,-0.07,0.0,[Fe/H],4.22,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.211,7.896,-7.608,12.433,0.034,-0.034,10.98,0.021,-0.021,10.694,0.021,-0.021,11.8914,0.000316,-0.000316,2018-10-24,2013-11,2014-05-14,<a refstr=BAYLISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013AJ....146..113B/abstract target=ref> Bayliss et al. 2013 </a>,0.04852313091544443,0.0004923232274899464,-0.0005546478603558683,7.450676151390722,0.18554441212848527,-0.1904860476218717,-58.566471318841536,8.162733949783963,-9.095164122955282
HATS-30 b,HATS-30,1,2,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,3.1743516,2.6e-06,-2.6e-06,0.0,0.04354,0.00042,-0.00042,0.0,13.171,0.583,-0.583,0.0,1.175,0.052,-0.052,0.0,224.38798,12.39537,-12.39537,0.0,0.706,0.039,-0.039,0.0,Mass,0.096,,,1.0,667.2551857849245,,,,1414.0,32.0,-32.0,0.0,0.0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5943.0,70.0,-70.0,0.0,1.06,0.04,-0.04,0.0,1.09,0.03,-0.03,0.0,0.06,0.05,-0.05,0.0,[Fe/H],4.42,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h22m28.45s,5.618525,-59d56m33.32s,-59.9425892,342.14,2.936,-2.888,12.283,0.057,-0.057,11.129,0.024,-0.024,10.793,0.019,-0.019,12.0815,0.000203,-0.000203,2016-06-08,2016-10,2016-06-09,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,0.043511452184818805,0.00037370655663516994,-0.0003742338914600532,8.826973413443032,0.3536798364978999,-0.3325730072900086,-76.02581200009922,11.430696600670032,-11.862918153326987
HATS-31 b,HATS-31,1,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,3.37796,1.2e-05,-1.2e-05,0.0,0.0478,0.0012,-0.0012,0.0,18.383,2.466,-2.466,0.0,1.64,0.22,-0.22,0.0,279.6904,38.1396,-38.1396,0.0,0.88,0.12,-0.12,0.0,Mass,0.233,,,1.0,1854.0064358756729,,,,1823.0,81.0,-81.0,0.0,0.0,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,,6050.0,120.0,-120.0,0.0,1.87,0.18,-0.18,0.0,1.27,0.1,-0.1,0.0,0.0,0.07,-0.07,0.0,[Fe/H],4.0,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.974,20.317,-19.321,13.315,0.092,-0.092,11.912,0.021,-0.021,11.572,0.023,-0.023,12.9613,0.000394,-0.000394,2016-11-30,2016-12,2016-12-01,<a refstr=DE_VAL_BORRO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..161D/abstract target=ref>de Val-Borro et al. 2016</a>,0.04773009302416605,0.0011374804464043473,-0.0012518473098786162,5.464038839239734,0.5757367681577632,-0.4906751979074828,-48.124815022659135,17.264871908009056,-29.166655348983397
